age,attrition,businesstravel,distancefromhome,education,educationfield,employeenumber,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
20,yes,,6,3,life sciences,137.0,f,2,1, laboratory technician ,4,single,2926.0,1,yes,18,2,full_time,0,5,3.0,1,1,0,no,research & development,4
37,no,,2,2,life sciences,139.0,m,2,2, healthcare representative ,4,divorced,,5,no,14,4,part_time,1,2,4.0,1,0,0,no,research & development,3
22,no,,15,3,,144.0,f,3,1, laboratory technician ,4,single,,1,no,15,3,full_time,0,5,3.0,0,0,0,no,research & development,2
34,no,,24,4,life sciences,,f,2,2, research scientist ,2,,4505.0,6,,15,3,part_time,1,3,3.0,1,0,0,yes,research & development,2
36,no,,3,2,life sciences,155.0,f,3,1, laboratory technician ,4,divorced,2835.0,5,,22,1,full_time,1,2,3.0,1,0,0,no,research & development,1
19,yes,travel_rarely,22,1,marketing,167.0,m,3,1, sales representative ,3,single,,1,yes,19,4,full_time,0,2,2.0,0,0,0,yes,sales,4
41,no,,9,4,life sciences,200.0,m,3,1, laboratory technician ,1,,,2,,21,4,full_time,1,2,3.0,5,1,4,yes,research & development,3
19,no,,18,1,,201.0,f,3,1, laboratory technician ,2,single,,1,no,14,4,full_time,0,3,3.0,1,0,0,no,research & development,2
51,no,,7,4,,211.0,m,2,2, manufacturing director ,3,married,,2,no,17,3,full_time,0,2,3.0,1,0,0,yes,research & development,2
58,no,,9,3,,214.0,f,2,1, research scientist ,2,married,,4,yes,20,2,full_time,1,3,2.0,1,0,0,no,research & development,2
19,yes,travel_frequently,1,1,,,f,1,1, sales representative ,1,,,0,no,21,1,full_time,0,5,,0,0,0,yes,sales,3
19,yes,travel_rarely,2,3,life sciences,243.0,m,2,1, laboratory technician ,4,single,,1,,22,3,full_time,0,3,2.0,1,1,0,yes,research & development,2
35,yes,travel_rarely,23,2,,,m,2,2, manufacturing director ,3,,,3,yes,13,1,full_time,0,1,3.0,1,0,1,yes,research & development,2
38,no,travel_rarely,38,4,,271.0,m,3,2, manufacturing director ,3,,6553.0,9,,14,2,part_time,0,3,3.0,1,0,0,no,research & development,4
38,yes,,29,1,medical,282.0,m,3,2, healthcare representative ,1,married,6673.0,7,yes,19,2,part_time,0,2,3.0,1,0,0,no,research & development,2
41,no,,6,3,life sciences,,f,3,3, manager ,4,single,13591.0,3,yes,18,3,full_time,0,3,3.0,1,0,0,no,sales,4
59,no,travel_rarely,3,3,life sciences,309.0,m,2,1, research scientist ,4,married,2177.0,3,,17,1,full_time,1,6,3.0,1,0,0,yes,research & development,3
50,no,travel_rarely,1,4,medical,323.0,f,3,5, manager ,4,divorced,19517.0,3,no,11,3,full_time,1,3,2.0,7,0,6,no,unknow,4
41,no,travel_rarely,19,2,life sciences,334.0,m,3,2, research scientist ,1,divorced,,2,,16,1,full_time,2,2,2.0,1,0,0,yes,research & development,3
45,no,,1,3,,,m,4,5, manager ,4,,19202.0,0,,11,3,full_time,1,2,3.0,24,1,7,no,unknow,3
37,yes,,10,3,medical,342.0,m,3,3, manufacturing director ,3,,10048.0,6,no,11,2,part_time,2,5,3.0,1,0,0,yes,research & development,1
51,no,,38,3,,,m,3,1, research scientist ,4,married,2723.0,1,no,11,2,full_time,0,0,2.0,1,0,0,yes,research & development,3
28,yes,travel_rarely,2,4,life sciences,364.0,m,3,1, laboratory technician ,3,single,,2,,11,3,full_time,0,5,1.0,0,0,0,no,research & development,1
29,no,travel_rarely,2,3,medical,,m,2,2, sales executive ,2,married,6644.0,2,no,19,2,full_time,2,2,,0,0,0,yes,sales,1
31,no,travel_rarely,23,3,medical,367.0,m,2,2, healthcare representative ,4,,,0,no,21,2,full_time,1,2,3.0,9,7,8,yes,research & development,2
38,no,travel_rarely,7,2,medical,,f,4,2, sales executive ,1,,5605.0,1,yes,24,3,full_time,1,3,3.0,8,7,7,no,sales,1
44,yes,travel_frequently,12,3,life sciences,392.0,m,3,1, laboratory technician ,3,,3161.0,3,yes,22,4,full_time,1,0,1.0,1,0,0,yes,research & development,1
36,no,,3,3,technical degree,397.0,m,3,2, research scientist ,2,single,,4,,12,4,full_time,0,2,3.0,8,7,7,yes,research & development,3
18,yes,,3,3,,,m,3,1, laboratory technician ,3,single,1420.0,1,no,13,3,full_time,0,2,3.0,0,0,0,yes,research & development,3
36,no,,18,4,life sciences,407.0,m,4,1, laboratory technician ,4,married,,4,no,18,4,full_time,2,2,3.0,1,0,0,yes,research & development,3
18,no,,10,3,,,f,2,1, sales representative ,3,,1200.0,1,no,12,1,full_time,0,2,3.0,0,0,0,no,sales,4
39,yes,travel_rarely,3,2,,445.0,f,3,2, sales executive ,3,married,5238.0,4,yes,18,1,full_time,0,3,2.0,1,0,0,yes,sales,4
43,no,travel_rarely,15,3,,,f,3,3, healthcare representative ,1,married,9985.0,8,no,16,1,full_time,1,1,2.0,1,0,0,yes,research & development,1
47,no,travel_frequently,4,1,medical,,m,3,2, sales representative ,3,,,3,no,19,1,full_time,0,3,3.0,0,0,0,no,sales,2
42,no,travel_rarely,23,5,,468.0,f,3,4, research director ,4,single,15992.0,2,no,14,2,full_time,0,2,3.0,1,0,0,no,research & development,1
32,no,,2,3,,471.0,f,3,1, laboratory technician ,2,married,2370.0,1,no,13,3,full_time,1,4,3.0,8,0,7,yes,research & development,3
48,no,travel_rarely,29,1,medical,473.0,f,3,3, manager ,3,married,,3,,21,2,full_time,1,3,1.0,0,0,0,yes,unknow,1
42,no,travel_rarely,2,4,,477.0,m,2,2, healthcare representative ,4,,6781.0,3,,23,2,full_time,0,6,3.0,1,0,0,no,research & development,1
36,no,non_travel,1,5,medical,479.0,f,3,2, sales executive ,4,,6653.0,4,,15,2,full_time,0,6,3.0,1,0,0,yes,sales,4
33,yes,travel_rarely,5,3,marketing,485.0,f,3,1, sales representative ,3,single,2851.0,1,,13,2,full_time,0,2,3.0,1,0,0,no,sales,4
46,no,,7,4,medical,487.0,f,3,2, manufacturing director ,3,married,5258.0,2,,14,3,full_time,0,2,4.0,1,0,0,yes,research & development,3
21,yes,travel_rarely,12,3,life sciences,494.0,f,4,1, sales representative ,2,single,,1,,15,4,full_time,0,0,3.0,1,0,0,no,sales,3
30,no,,2,1,technical degree,508.0,m,3,1, sales representative ,2,,2476.0,1,,18,1,full_time,1,3,3.0,1,0,0,yes,sales,3
30,yes,travel_frequently,4,3,,514.0,m,3,1, research scientist ,4,single,2285.0,9,yes,23,3,full_time,0,4,3.0,1,0,0,no,research & development,3
32,no,travel_rarely,10,4,,518.0,m,3,2, manufacturing director ,2,single,4197.0,2,,12,4,full_time,0,2,2.0,1,0,1,yes,research & development,3
40,no,travel_rarely,2,3,,,f,2,2, laboratory technician ,3,married,3448.0,6,no,22,2,full_time,1,3,3.0,1,0,0,yes,research & development,2
28,no,travel_rarely,17,2,,,m,3,2, laboratory technician ,1,,4558.0,1,,12,4,full_time,1,2,,10,1,8,no,research & development,3
38,no,travel_frequently,2,2,,556.0,m,3,1, laboratory technician ,4,married,1702.0,1,yes,23,3,full_time,1,3,3.0,1,0,0,no,research & development,4
19,yes,,2,2,technical degree,566.0,m,2,1, human resources ,4,single,2564.0,1,no,12,3,full_time,0,3,4.0,1,0,0,yes,human resources,1
57,no,travel_rarely,29,3,,568.0,m,2,4, manager ,4,divorced,,3,no,12,3,full_time,1,3,2.0,1,0,0,yes,unknow,1
47,no,travel_rarely,2,2,medical,,f,3,2, manufacturing director ,4,,5070.0,5,,13,3,full_time,3,2,3.0,5,0,4,yes,research & development,1
54,no,travel_rarely,8,4,life sciences,,f,3,2, laboratory technician ,3,single,3780.0,7,,11,3,part_time,0,3,3.0,1,0,0,no,research & development,3
31,yes,travel_frequently,42,3,,,m,3,3, healthcare representative ,3,,9824.0,3,no,12,1,full_time,0,2,3.0,1,0,0,yes,research & development,4
18,yes,travel_frequently,5,3,marketing,614.0,m,3,1, sales representative ,2,,1878.0,1,yes,14,4,full_time,0,3,3.0,0,0,0,no,sales,2
40,no,,28,3,other,615.0,m,1,3, sales executive ,1,,,3,no,15,3,full_time,1,2,3.0,1,0,1,yes,sales,3
26,no,,29,2,,,m,3,2, sales executive ,3,,,5,,12,1,full_time,2,5,3.0,0,0,0,yes,sales,1
26,yes,travel_rarely,24,3,,622.0,m,1,1, laboratory technician ,4,single,2340.0,1,yes,18,2,full_time,0,3,1.0,1,0,0,yes,research & development,3
38,no,,10,3,,,f,3,2, healthcare representative ,3,,,3,no,19,3,part_time,1,4,,1,0,0,yes,research & development,3
24,no,,17,2,other,643.0,m,2,1, laboratory technician ,2,married,2127.0,1,no,21,4,full_time,1,2,3.0,1,0,0,yes,research & development,4
30,yes,travel_frequently,12,4,,648.0,m,2,1, sales representative ,1,married,2033.0,1,no,18,3,full_time,1,2,4.0,1,0,0,yes,sales,2
37,no,travel_rarely,2,3,marketing,656.0,m,3,2, sales executive ,3,married,9602.0,4,,11,3,full_time,1,3,2.0,3,1,0,no,sales,4
20,no,travel_rarely,1,3,life sciences,657.0,f,2,1, research scientist ,2,,,1,no,13,4,part_time,0,0,4.0,1,0,0,yes,research & development,4
43,no,,14,4,other,661.0,m,2,4, research director ,4,divorced,16627.0,4,,14,3,full_time,1,3,,1,0,0,no,research & development,2
38,no,,27,1,life sciences,662.0,f,3,1, research scientist ,1,,,3,no,17,4,full_time,0,3,2.0,0,0,0,yes,research & development,3
33,no,,8,4,marketing,,m,3,2, sales executive ,3,divorced,,0,,12,4,part_time,0,3,3.0,5,1,2,no,sales,3
30,no,,3,3,,,f,3,1, research scientist ,3,,2083.0,1,no,20,3,full_time,1,2,,1,0,0,no,research & development,3
29,no,,44,2,medical,690.0,f,3,2, sales executive ,3,,,1,no,14,1,full_time,1,5,2.0,6,1,2,no,sales,2
20,yes,,10,1,medical,701.0,m,3,1, research scientist ,3,single,1009.0,1,,11,4,full_time,0,5,3.0,1,1,1,yes,research & development,4
35,no,non_travel,20,3,,704.0,m,2,1, laboratory technician ,3,married,,1,no,18,3,full_time,2,3,3.0,1,0,0,no,research & development,2
37,no,,10,2,life sciences,715.0,m,4,1, research scientist ,4,single,,3,no,17,1,full_time,0,2,,1,0,0,yes,research & development,4
38,no,,1,3,,743.0,f,3,3, manufacturing director ,3,single,7861.0,4,yes,14,4,full_time,0,4,,1,0,0,yes,research & development,3
29,no,,10,3,,749.0,m,3,1, sales representative ,3,single,2642.0,1,no,11,3,full_time,0,6,,1,0,0,no,sales,3
35,no,,2,4,,,f,3,2, healthcare representative ,1,divorced,,2,no,11,1,full_time,1,2,4.0,1,0,0,yes,research & development,4
38,no,travel_rarely,2,5,medical,773.0,m,3,1, research scientist ,3,married,,6,yes,13,2,part_time,1,0,1.0,1,0,1,yes,research & development,4
34,no,travel_rarely,8,5,life sciences,775.0,f,3,2, manufacturing director ,1,,5121.0,3,no,14,3,full_time,1,3,,0,0,0,yes,research & development,2
23,yes,,6,3,life sciences,811.0,m,4,1, laboratory technician ,1,,,1,yes,21,3,full_time,2,2,3.0,0,0,0,no,research & development,3
24,no,,9,3,life sciences,812.0,m,2,1, laboratory technician ,2,divorced,2694.0,1,no,11,3,full_time,3,4,3.0,1,0,0,no,research & development,3
29,yes,travel_rarely,1,2,life sciences,816.0,f,2,1, laboratory technician ,1,married,,1,,11,4,full_time,1,1,3.0,1,0,0,yes,research & development,2
40,no,travel_frequently,16,4,medical,832.0,m,2,2, laboratory technician ,3,,5094.0,6,no,14,4,full_time,0,6,3.0,1,0,0,yes,research & development,1
30,no,travel_rarely,2,3,,833.0,f,2,2, manufacturing director ,4,single,,5,,24,2,full_time,0,4,2.0,0,0,0,yes,research & development,3
45,no,,2,3,,834.0,f,2,1, research scientist ,3,,2274.0,1,no,14,4,full_time,0,3,3.0,1,0,0,yes,research & development,2
27,no,,3,3,medical,,m,3,1, research scientist ,4,married,,1,,11,3,part_time,3,6,2.0,0,0,0,yes,research & development,4
37,no,,16,4,marketing,,m,2,2, sales executive ,3,,,4,,19,4,part_time,2,2,3.0,1,0,0,yes,sales,4
32,no,,1,3,life sciences,,m,3,1, laboratory technician ,4,divorced,2314.0,0,no,12,2,full_time,1,2,3.0,3,0,2,yes,research & development,4
53,no,travel_rarely,8,3,marketing,897.0,m,3,4, sales executive ,4,married,,5,,14,3,part_time,1,3,3.0,2,2,2,yes,sales,1
37,no,,19,2,,904.0,m,3,3, sales executive ,2,single,,1,yes,13,4,full_time,0,2,3.0,10,0,9,no,sales,1
32,yes,travel_rarely,25,4,,911.0,m,3,1, laboratory technician ,4,,,1,,24,3,full_time,0,2,1.0,1,0,1,yes,research & development,1
58,yes,travel_frequently,2,1,,918.0,m,2,1, laboratory technician ,4,divorced,2380.0,9,,14,4,full_time,1,3,2.0,1,0,0,yes,research & development,4
43,no,travel_rarely,8,3,,,f,3,2, manufacturing director ,2,divorced,,4,no,21,3,full_time,1,2,4.0,1,0,0,no,research & development,1
21,yes,travel_rarely,18,1,other,923.0,f,3,1, research scientist ,4,single,,1,no,19,1,full_time,0,3,2.0,1,0,0,no,research & development,4
34,no,,48,3,life sciences,934.0,m,3,1, laboratory technician ,2,,2008.0,1,no,14,2,part_time,2,3,3.0,1,1,0,yes,research & development,4
58,no,,5,3,,940.0,f,2,3, healthcare representative ,2,divorced,10552.0,2,,13,4,full_time,1,3,3.0,6,0,4,no,research & development,3
48,no,,20,4,medical,945.0,m,3,1, research scientist ,3,married,2259.0,4,,17,1,part_time,2,2,2.0,0,0,0,no,research & development,4
32,no,non_travel,1,3,life sciences,951.0,f,2,1, laboratory technician ,2,married,,6,no,20,3,full_time,0,3,3.0,3,0,2,yes,research & development,3
25,yes,,19,2,marketing,952.0,m,2,1, sales representative ,2,married,2413.0,1,yes,18,3,part_time,3,2,3.0,1,0,0,no,sales,3
40,no,,10,4,marketing,954.0,m,2,3, sales executive ,2,divorced,,2,no,12,2,part_time,1,2,2.0,1,0,0,yes,sales,1
19,yes,,21,3,other,959.0,m,2,1, sales representative ,2,single,2121.0,1,yes,13,2,part_time,0,3,4.0,1,0,0,no,sales,4
20,yes,travel_rarely,4,3,technical degree,,m,3,1, laboratory technician ,1,single,,1,,19,2,part_time,0,2,3.0,1,0,0,no,research & development,1
33,no,travel_rarely,1,3,,,f,2,2, healthcare representative ,4,,,0,,14,1,full_time,0,3,3.0,5,1,4,yes,research & development,2
58,yes,travel_rarely,2,3,,,m,3,1, research scientist ,3,single,2479.0,4,no,24,1,part_time,0,4,3.0,1,0,0,no,research & development,4
40,yes,non_travel,24,3,,986.0,f,4,4, sales executive ,2,single,13194.0,4,,16,4,full_time,0,2,2.0,1,0,0,yes,sales,2
29,yes,travel_rarely,10,3,,994.0,f,2,1, research scientist ,1,single,,6,yes,20,3,full_time,0,5,3.0,0,0,0,yes,research & development,4
47,no,travel_rarely,18,2,life sciences,1003.0,f,3,2, sales executive ,4,single,4163.0,1,yes,17,3,full_time,0,0,3.0,9,0,7,no,sales,4
18,no,,5,2,,1012.0,m,3,1, research scientist ,4,,,1,no,15,4,full_time,0,2,3.0,0,0,0,yes,research & development,2
20,yes,,16,3,medical,,f,2,1, research scientist ,1,,2600.0,1,yes,15,1,part_time,0,2,3.0,1,0,0,no,research & development,4
42,no,,5,2,,1029.0,m,3,5, manager ,3,,18303.0,6,no,13,2,full_time,0,3,4.0,1,0,0,yes,unknow,4
50,no,travel_rarely,9,3,,,m,3,1, laboratory technician ,4,married,2380.0,4,no,18,2,full_time,0,5,3.0,1,0,0,yes,research & development,1
37,yes,travel_rarely,11,2,medical,1033.0,f,1,2, healthcare representative ,2,,4777.0,5,no,15,1,full_time,0,2,1.0,1,0,0,yes,research & development,1
38,no,,3,4,life sciences,,m,3,2, sales executive ,4,,,8,yes,12,3,part_time,0,1,3.0,1,0,0,no,sales,2
36,yes,,15,3,,1052.0,m,3,2, laboratory technician ,3,divorced,,7,,14,2,full_time,1,3,2.0,1,0,0,yes,research & development,1
28,no,travel_rarely,10,1,medical,1056.0,m,3,1, sales representative ,2,married,1052.0,1,no,22,2,full_time,0,5,3.0,1,0,0,yes,sales,4
43,no,,25,3,,1076.0,m,2,3, sales executive ,4,,,5,no,13,3,full_time,1,5,3.0,1,0,0,yes,sales,3
21,yes,travel_rarely,10,3,,1079.0,f,2,1, laboratory technician ,1,single,,1,no,13,1,full_time,0,6,2.0,1,1,0,yes,research & development,3
51,yes,travel_rarely,4,4,,1081.0,m,3,1, research scientist ,3,married,2461.0,9,,12,3,full_time,3,2,4.0,10,2,7,no,research & development,1
37,no,,10,4,,1105.0,f,2,2, sales executive ,4,divorced,,2,yes,14,3,full_time,3,5,3.0,1,0,0,no,sales,4
28,yes,,1,3,medical,1111.0,m,2,1, laboratory technician ,2,divorced,2596.0,1,no,15,1,part_time,2,2,3.0,1,0,0,no,research & development,1
50,yes,,1,4,,1113.0,m,3,2, sales executive ,3,single,4728.0,3,yes,14,4,part_time,0,4,3.0,0,0,0,yes,sales,4
34,no,,3,4,,1115.0,m,2,1, research scientist ,4,,,3,no,17,4,full_time,3,2,3.0,0,0,0,yes,research & development,3
38,no,travel_rarely,2,2,marketing,1125.0,m,3,3, sales executive ,2,single,7351.0,7,no,16,3,full_time,0,2,3.0,1,0,0,yes,sales,4
42,no,,29,3,,,m,1,2, laboratory technician ,4,,,4,,19,1,full_time,0,3,3.0,1,0,0,no,research & development,2
18,yes,,8,1,,1156.0,m,3,1, laboratory technician ,3,single,,1,no,12,4,full_time,0,0,3.0,0,0,0,yes,research & development,3
41,no,,12,4,,1158.0,m,3,1, laboratory technician ,4,,4766.0,3,yes,11,1,part_time,1,4,,1,0,0,no,research & development,2
35,no,travel_rarely,1,4,medical,1172.0,m,2,1, laboratory technician ,3,,2258.0,6,no,12,2,full_time,1,2,3.0,8,1,7,yes,research & development,4
32,no,,2,1,,1190.0,f,3,1, sales representative ,1,,2827.0,1,,12,3,part_time,3,3,3.0,1,0,0,yes,sales,3
22,yes,,3,4,life sciences,,m,2,1, research scientist ,4,married,2853.0,0,yes,11,2,full_time,1,5,3.0,0,0,0,yes,research & development,3
44,no,non_travel,26,3,,1206.0,m,1,1, research scientist ,3,single,2290.0,2,no,13,4,full_time,0,3,3.0,0,0,0,yes,research & development,2
41,yes,non_travel,5,2,life sciences,1210.0,m,2,1, research scientist ,1,,2107.0,6,no,17,1,full_time,1,2,1.0,1,0,0,yes,research & development,1
40,no,travel_frequently,2,4,,,m,3,2, sales executive ,2,,,5,no,12,4,full_time,3,2,3.0,0,0,0,no,sales,2
24,yes,,17,2,life sciences,,f,3,1, laboratory technician ,2,,2210.0,1,,13,1,part_time,1,3,1.0,1,0,0,yes,research & development,4
42,no,travel_frequently,26,5,medical,1242.0,f,3,3, research director ,1,married,13191.0,3,yes,17,3,part_time,0,6,3.0,1,0,0,no,research & development,1
49,no,,4,2,medical,1256.0,m,2,5, manager ,3,married,,2,,13,3,part_time,1,2,4.0,1,0,0,yes,research & development,1
48,no,travel_rarely,2,2,technical degree,1258.0,m,4,1, laboratory technician ,2,single,,5,,11,3,full_time,0,4,2.0,1,0,0,yes,research & development,4
29,no,travel_rarely,7,3,,1260.0,m,3,2, healthcare representative ,4,,,1,,11,2,part_time,2,2,3.0,6,1,0,yes,research & development,3
48,no,,1,3,life sciences,1263.0,m,2,5, research director ,4,single,18265.0,6,no,12,3,full_time,0,3,4.0,1,0,0,yes,research & development,4
34,no,,20,3,technical degree,,f,4,1, research scientist ,3,,,0,no,17,4,full_time,0,5,2.0,1,0,0,yes,research & development,3
19,no,,25,3,life sciences,1269.0,f,4,1, research scientist ,4,single,,1,,12,4,full_time,0,2,3.0,1,0,1,yes,research & development,2
23,no,,1,2,,1270.0,m,3,1, research scientist ,3,,,1,no,22,4,full_time,1,2,3.0,1,0,1,no,research & development,4
25,yes,travel_frequently,32,1,,1273.0,m,1,1, sales representative ,4,single,1118.0,1,yes,14,4,full_time,0,4,3.0,1,1,0,yes,sales,3
42,no,,34,4,medical,,f,4,2, research scientist ,2,married,2372.0,6,yes,16,4,full_time,0,2,3.0,1,0,0,no,research & development,2
51,no,travel_frequently,6,2,medical,,f,2,1, laboratory technician ,3,single,2838.0,0,,14,2,full_time,0,6,2.0,7,7,7,no,research & development,2
45,no,travel_frequently,25,3,medical,1306.0,f,3,5, manager ,2,,18061.0,3,,22,3,part_time,0,4,3.0,0,0,0,no,unknow,2
27,no,,11,3,medical,1364.0,f,4,1, sales representative ,4,married,,8,,14,2,full_time,1,4,3.0,1,0,0,yes,sales,3
18,no,non_travel,1,3,,1368.0,f,3,1, laboratory technician ,4,single,1611.0,1,,15,3,full_time,0,5,4.0,0,0,0,no,research & development,4
31,yes,travel_frequently,2,3,,1379.0,f,2,1, sales representative ,4,single,,7,no,14,3,full_time,0,3,4.0,1,0,0,yes,sales,3
31,yes,travel_frequently,1,4,life sciences,1427.0,f,1,1, sales representative ,3,single,,1,,12,2,full_time,0,3,3.0,1,0,0,no,sales,2
31,yes,travel_rarely,8,3,life sciences,1433.0,f,2,1, research scientist ,2,,,1,,12,3,full_time,0,3,4.0,1,0,0,no,research & development,1
27,no,travel_rarely,11,1,life sciences,1434.0,m,3,1, laboratory technician ,1,married,,0,,14,2,part_time,0,3,4.0,5,1,4,no,research & development,2
39,yes,,2,3,,1458.0,f,2,1, laboratory technician ,1,single,,2,yes,23,2,full_time,0,2,4.0,1,0,0,yes,research & development,1
44,no,travel_frequently,1,5,marketing,1481.0,f,3,2, sales executive ,3,married,4768.0,7,,12,3,full_time,1,4,2.0,1,0,0,no,sales,1
30,no,,25,3,,1482.0,m,3,1, research scientist ,3,,1274.0,1,,13,2,part_time,2,2,2.0,1,0,0,no,research & development,2
35,no,travel_rarely,26,1,life sciences,,m,3,1, sales representative ,3,,2404.0,1,no,13,1,full_time,1,3,3.0,1,0,0,yes,sales,4
24,yes,travel_frequently,9,3,,1494.0,m,3,1, laboratory technician ,1,,,2,,11,3,full_time,0,2,2.0,0,0,0,no,research & development,2
24,no,,13,2,,,f,3,1, sales representative ,2,married,2033.0,1,,13,3,part_time,1,2,,1,0,0,yes,sales,4
28,yes,,2,2,medical,1504.0,m,2,1, laboratory technician ,1,single,2561.0,7,no,11,3,full_time,0,2,2.0,0,0,0,yes,research & development,3
28,no,travel_rarely,1,3,life sciences,,m,2,1, research scientist ,3,,1563.0,1,,14,4,full_time,1,2,1.0,1,0,0,no,research & development,1
33,no,,8,5,,1515.0,m,3,2, healthcare representative ,3,,6388.0,2,,17,1,full_time,0,6,3.0,0,0,0,yes,research & development,4
39,no,travel_rarely,6,3,,1525.0,f,3,3, manufacturing director ,2,single,8376.0,4,,18,4,full_time,0,3,3.0,2,2,2,no,research & development,2
42,no,,2,3,medical,1542.0,m,2,1, laboratory technician ,2,married,4841.0,4,,14,2,full_time,1,3,,1,0,0,yes,research & development,3
29,no,travel_rarely,9,3,,1558.0,m,4,1, research scientist ,3,married,,6,no,18,1,full_time,2,2,2.0,1,0,0,no,research & development,3
35,no,travel_rarely,1,3,,1564.0,m,2,1, laboratory technician ,1,,,1,no,19,2,full_time,0,3,3.0,3,1,2,no,research & development,4
35,yes,travel_rarely,14,3,,,f,3,1, laboratory technician ,1,,2074.0,1,,12,4,full_time,1,2,3.0,1,0,0,yes,research & development,1
34,no,,13,4,medical,1577.0,m,3,1, research scientist ,4,single,2972.0,1,,13,3,full_time,0,4,,1,0,0,no,research & development,1
26,no,travel_rarely,3,3,,1581.0,f,3,1, research scientist ,4,,,1,,21,1,full_time,0,5,3.0,1,0,0,yes,research & development,1
36,no,travel_rarely,1,4,life sciences,,f,3,2, sales executive ,3,single,6815.0,6,no,13,1,full_time,0,5,3.0,1,0,0,yes,sales,2
50,no,,24,3,marketing,1591.0,m,3,5, manager ,3,married,,4,yes,16,3,part_time,1,2,3.0,1,0,0,no,unknow,2
42,no,travel_rarely,9,2,,,m,2,5, manager ,4,,,8,no,22,4,full_time,0,2,3.0,1,0,1,no,unknow,4
35,no,,7,2,life sciences,1601.0,m,2,1, laboratory technician ,4,,2690.0,1,no,18,4,full_time,1,5,2.0,1,0,1,no,research & development,3
46,no,travel_rarely,1,4,life sciences,1602.0,m,4,4, manager ,1,,17567.0,1,,15,2,part_time,0,5,1.0,26,0,12,no,unknow,4
18,yes,travel_frequently,3,2,medical,1624.0,f,3,1, sales representative ,4,single,1569.0,1,yes,12,3,part_time,0,2,4.0,0,0,0,yes,sales,2
29,no,,5,3,,1669.0,m,2,2, sales executive ,2,divorced,4187.0,1,yes,13,2,full_time,1,3,2.0,10,0,9,yes,sales,1
31,no,,5,4,life sciences,1673.0,f,3,2, sales executive ,4,,,1,no,11,1,full_time,2,2,,10,0,2,yes,sales,1
41,no,travel_rarely,23,2,,1678.0,m,3,3, sales executive ,3,single,,3,,16,4,full_time,0,2,3.0,2,0,2,yes,sales,4
38,no,travel_rarely,4,2,,,f,3,1, laboratory technician ,3,,3306.0,7,,19,4,full_time,1,5,,0,0,0,yes,research & development,4
32,yes,travel_rarely,2,4,life sciences,,m,3,1, laboratory technician ,2,single,1393.0,1,no,12,1,full_time,0,2,3.0,1,0,0,yes,research & development,4
60,no,,1,4,,1697.0,m,1,3, healthcare representative ,4,divorced,10883.0,3,no,20,3,full_time,1,2,4.0,1,0,0,no,research & development,3
24,yes,,22,1,,1714.0,m,1,1, human resources ,3,married,,1,no,11,3,full_time,1,2,3.0,1,0,0,yes,human resources,4
40,no,travel_rarely,8,2,life sciences,1724.0,f,3,2, manufacturing director ,1,,,2,yes,16,2,part_time,1,3,3.0,1,0,0,yes,research & development,2
30,no,travel_rarely,21,1,,,m,3,1, research scientist ,4,married,2862.0,1,no,12,2,part_time,1,2,2.0,10,0,8,yes,research & development,2
47,no,non_travel,2,4,marketing,1731.0,m,3,2, sales executive ,2,,,7,no,11,4,full_time,1,3,1.0,1,0,0,yes,sales,3
32,yes,travel_rarely,1,2,,,m,1,2, sales executive ,2,single,6735.0,6,,15,2,part_time,0,2,3.0,0,0,0,no,sales,1
45,no,travel_rarely,41,3,life sciences,1744.0,f,1,3, human resources ,3,married,9756.0,4,,21,3,full_time,2,2,4.0,5,0,3,yes,human resources,4
34,no,,2,4,,1755.0,m,4,1, research scientist ,4,married,,0,yes,14,1,part_time,3,3,3.0,5,1,2,no,research & development,4
33,yes,,16,3,,1758.0,f,3,3, sales executive ,1,,,2,yes,20,3,part_time,0,2,2.0,0,0,0,yes,sales,1
31,yes,travel_rarely,16,4,,1761.0,m,3,3, sales executive ,3,married,,2,,13,1,full_time,3,2,3.0,1,0,0,yes,sales,1
29,no,travel_rarely,4,3,technical degree,,f,2,1, research scientist ,1,divorced,,1,,13,3,full_time,1,2,3.0,1,0,0,yes,research & development,4
30,no,,16,3,,1763.0,m,4,2, healthcare representative ,3,married,5294.0,3,no,16,3,full_time,1,3,3.0,7,1,7,no,research & development,3
38,no,travel_rarely,18,3,medical,1766.0,m,1,2, healthcare representative ,4,married,,3,,16,3,full_time,1,2,3.0,1,1,0,yes,research & development,2
43,yes,,17,3,technical degree,,m,2,1, research scientist ,3,,2437.0,9,yes,16,4,full_time,1,4,3.0,1,0,0,no,research & development,3
55,no,travel_rarely,44,3,,,m,2,5, research director ,1,married,,8,no,12,2,full_time,3,2,3.0,1,0,0,no,research & development,3
21,yes,,7,1,marketing,,m,3,1, sales representative ,2,single,,1,,13,2,full_time,0,3,3.0,1,1,0,yes,sales,2
22,yes,travel_rarely,45,1,medical,1783.0,f,3,1, laboratory technician ,1,,,1,yes,17,3,full_time,0,6,3.0,1,0,0,yes,research & development,3
