age,attrition,businesstravel,distancefromhome,education,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
32,no,Unknown,15,4,f,3,2, healthcare representative ,4,Unknown,6667.0,5,no,18,2,part_time,1,6,3,5,1,2,yes,research & development,3
28,yes,Unknown,17,3,m,2,1, laboratory technician ,4,Unknown,6477.686121919585,5,no,12,1,part_time,1,2,2,4,0,3,yes,research & development,3
33,no,Unknown,1,2,m,2,1, laboratory technician ,3,divorced,6477.686121919585,1,Unknown,12,3,full_time,3,2,2,1,0,0,no,research & development,2
37,yes,travel_rarely,2,2,m,2,1, laboratory technician ,3,single,2090.0,6,yes,15,2,full_time,0,3,3,0,0,0,yes,research & development,4
59,no,travel_rarely,3,3,f,4,1, laboratory technician ,1,Unknown,6477.686121919585,4,Unknown,20,1,full_time,3,3,2,1,0,0,yes,research & development,3
30,no,travel_rarely,24,1,m,3,1, laboratory technician ,3,divorced,6477.686121919585,1,Unknown,22,2,full_time,1,2,3,1,0,0,yes,research & development,4
22,no,Unknown,16,2,m,4,1, laboratory technician ,4,Unknown,6477.686121919585,1,yes,13,2,full_time,2,2,2,1,0,0,no,research & development,4
21,no,travel_rarely,15,2,m,3,1, research scientist ,4,single,6477.686121919585,1,no,14,4,full_time,0,6,3,0,0,0,yes,research & development,3
30,no,travel_rarely,9,2,m,2,1, laboratory technician ,3,Unknown,6477.686121919585,1,Unknown,13,1,full_time,0,5,3,10,1,8,no,research & development,4
39,yes,travel_rarely,18,3,m,3,2, sales representative ,4,married,2086.0,3,no,14,3,full_time,1,6,4,1,0,0,yes,sales,1
24,yes,travel_rarely,1,3,m,3,1, research scientist ,4,Unknown,6477.686121919585,2,yes,16,1,full_time,1,2,3,2,2,0,no,research & development,2
35,no,Unknown,4,2,m,3,1, laboratory technician ,4,divorced,1951.0,1,Unknown,12,3,full_time,1,3,3,1,0,0,yes,research & development,3
27,no,Unknown,2,4,f,3,1, laboratory technician ,1,divorced,6477.686121919585,1,Unknown,13,4,full_time,1,6,3,1,0,0,no,research & development,4
26,yes,Unknown,25,3,m,1,1, laboratory technician ,3,single,6477.686121919585,1,Unknown,12,3,full_time,0,2,2,1,0,1,no,research & development,1
37,no,Unknown,24,2,m,3,1, research scientist ,2,married,3022.0,4,no,21,1,full_time,0,1,3,1,0,0,no,research & development,2
35,no,Unknown,46,1,m,4,1, laboratory technician ,4,Unknown,6477.686121919585,1,no,19,4,full_time,0,2,3,1,0,1,yes,research & development,4
48,yes,Unknown,1,2,m,2,3, laboratory technician ,3,Unknown,6477.686121919585,9,Unknown,13,4,full_time,0,2,3,1,0,0,no,research & development,1
35,no,non_travel,11,2,m,2,3, healthcare representative ,1,married,6477.686121919585,2,yes,13,3,full_time,1,3,3,4,2,3,yes,research & development,3
55,no,travel_rarely,8,3,f,3,4, manager ,3,divorced,6477.686121919585,2,yes,14,3,full_time,3,2,3,5,0,2,yes,unknow,4
45,no,Unknown,7,3,m,3,3, research scientist ,1,Unknown,9724.0,2,no,17,3,full_time,1,2,3,1,0,0,yes,research & development,2
36,yes,Unknown,9,3,m,2,1, research scientist ,3,Unknown,3388.0,0,Unknown,17,1,full_time,1,0,2,1,0,0,yes,research & development,4
36,no,travel_rarely,6,3,f,4,1, laboratory technician ,4,Unknown,3038.0,3,no,12,2,full_time,0,3,3,1,0,0,yes,research & development,2
45,no,travel_rarely,6,4,m,3,3, research director ,1,Unknown,6477.686121919585,4,yes,14,2,full_time,0,3,4,0,0,0,no,research & development,4
55,no,Unknown,1,2,m,3,3, sales executive ,4,married,6477.686121919585,3,Unknown,14,4,full_time,1,4,3,1,1,0,yes,sales,1
23,no,Unknown,2,1,m,3,1, sales representative ,1,divorced,2322.0,3,no,13,3,full_time,1,3,3,0,0,0,no,sales,3
32,no,travel_rarely,1,1,m,3,1, research scientist ,1,single,6477.686121919585,1,no,13,4,full_time,0,2,3,1,0,0,yes,research & development,4
20,yes,Unknown,6,3,f,2,1, laboratory technician ,4,single,2926.0,1,yes,18,2,full_time,0,5,3,1,1,0,no,research & development,4
37,no,Unknown,2,2,m,2,2, healthcare representative ,4,divorced,6477.686121919585,5,no,14,4,part_time,1,2,4,1,0,0,no,research & development,3
22,no,Unknown,15,3,f,3,1, laboratory technician ,4,single,6477.686121919585,1,no,15,3,full_time,0,5,3,0,0,0,no,research & development,2
34,no,Unknown,24,4,f,2,2, research scientist ,2,Unknown,4505.0,6,Unknown,15,3,part_time,1,3,3,1,0,0,yes,research & development,2
36,no,Unknown,3,2,f,3,1, laboratory technician ,4,divorced,2835.0,5,Unknown,22,1,full_time,1,2,3,1,0,0,no,research & development,1
19,yes,travel_rarely,22,1,m,3,1, sales representative ,3,single,6477.686121919585,1,yes,19,4,full_time,0,2,2,0,0,0,yes,sales,4
41,no,Unknown,9,4,m,3,1, laboratory technician ,1,Unknown,6477.686121919585,2,Unknown,21,4,full_time,1,2,3,5,1,4,yes,research & development,3
19,no,Unknown,18,1,f,3,1, laboratory technician ,2,single,6477.686121919585,1,no,14,4,full_time,0,3,3,1,0,0,no,research & development,2
51,no,Unknown,7,4,m,2,2, manufacturing director ,3,married,6477.686121919585,2,no,17,3,full_time,0,2,3,1,0,0,yes,research & development,2
58,no,Unknown,9,3,f,2,1, research scientist ,2,married,6477.686121919585,4,yes,20,2,full_time,1,3,2,1,0,0,no,research & development,2
19,yes,travel_frequently,1,1,f,1,1, sales representative ,1,Unknown,6477.686121919585,0,no,21,1,full_time,0,5,3,0,0,0,yes,sales,3
19,yes,travel_rarely,2,3,m,2,1, laboratory technician ,4,single,6477.686121919585,1,Unknown,22,3,full_time,0,3,2,1,1,0,yes,research & development,2
35,yes,travel_rarely,23,2,m,2,2, manufacturing director ,3,Unknown,6477.686121919585,3,yes,13,1,full_time,0,1,3,1,0,1,yes,research & development,2
38,no,travel_rarely,38,4,m,3,2, manufacturing director ,3,Unknown,6553.0,9,Unknown,14,2,part_time,0,3,3,1,0,0,no,research & development,4
38,yes,Unknown,29,1,m,3,2, healthcare representative ,1,married,6673.0,7,yes,19,2,part_time,0,2,3,1,0,0,no,research & development,2
41,no,Unknown,6,3,f,3,3, manager ,4,single,13591.0,3,yes,18,3,full_time,0,3,3,1,0,0,no,sales,4
59,no,travel_rarely,3,3,m,2,1, research scientist ,4,married,2177.0,3,Unknown,17,1,full_time,1,6,3,1,0,0,yes,research & development,3
50,no,travel_rarely,1,4,f,3,5, manager ,4,divorced,19517.0,3,no,11,3,full_time,1,3,2,7,0,6,no,unknow,4
41,no,travel_rarely,19,2,m,3,2, research scientist ,1,divorced,6477.686121919585,2,Unknown,16,1,full_time,2,2,2,1,0,0,yes,research & development,3
45,no,Unknown,1,3,m,4,5, manager ,4,Unknown,19202.0,0,Unknown,11,3,full_time,1,2,3,24,1,7,no,unknow,3
37,yes,Unknown,10,3,m,3,3, manufacturing director ,3,Unknown,10048.0,6,no,11,2,part_time,2,5,3,1,0,0,yes,research & development,1
51,no,Unknown,38,3,m,3,1, research scientist ,4,married,2723.0,1,no,11,2,full_time,0,0,2,1,0,0,yes,research & development,3
28,yes,travel_rarely,2,4,m,3,1, laboratory technician ,3,single,6477.686121919585,2,Unknown,11,3,full_time,0,5,1,0,0,0,no,research & development,1
29,no,travel_rarely,2,3,m,2,2, sales executive ,2,married,6644.0,2,no,19,2,full_time,2,2,3,0,0,0,yes,sales,1
31,no,travel_rarely,23,3,m,2,2, healthcare representative ,4,Unknown,6477.686121919585,0,no,21,2,full_time,1,2,3,9,7,8,yes,research & development,2
38,no,travel_rarely,7,2,f,4,2, sales executive ,1,Unknown,5605.0,1,yes,24,3,full_time,1,3,3,8,7,7,no,sales,1
44,yes,travel_frequently,12,3,m,3,1, laboratory technician ,3,Unknown,3161.0,3,yes,22,4,full_time,1,0,1,1,0,0,yes,research & development,1
36,no,Unknown,3,3,m,3,2, research scientist ,2,single,6477.686121919585,4,Unknown,12,4,full_time,0,2,3,8,7,7,yes,research & development,3
18,yes,Unknown,3,3,m,3,1, laboratory technician ,3,single,1420.0,1,no,13,3,full_time,0,2,3,0,0,0,yes,research & development,3
36,no,Unknown,18,4,m,4,1, laboratory technician ,4,married,6477.686121919585,4,no,18,4,full_time,2,2,3,1,0,0,yes,research & development,3
18,no,Unknown,10,3,f,2,1, sales representative ,3,Unknown,1200.0,1,no,12,1,full_time,0,2,3,0,0,0,no,sales,4
39,yes,travel_rarely,3,2,f,3,2, sales executive ,3,married,5238.0,4,yes,18,1,full_time,0,3,2,1,0,0,yes,sales,4
43,no,travel_rarely,15,3,f,3,3, healthcare representative ,1,married,9985.0,8,no,16,1,full_time,1,1,2,1,0,0,yes,research & development,1
47,no,travel_frequently,4,1,m,3,2, sales representative ,3,Unknown,6477.686121919585,3,no,19,1,full_time,0,3,3,0,0,0,no,sales,2
42,no,travel_rarely,23,5,f,3,4, research director ,4,single,15992.0,2,no,14,2,full_time,0,2,3,1,0,0,no,research & development,1
32,no,Unknown,2,3,f,3,1, laboratory technician ,2,married,2370.0,1,no,13,3,full_time,1,4,3,8,0,7,yes,research & development,3
48,no,travel_rarely,29,1,f,3,3, manager ,3,married,6477.686121919585,3,Unknown,21,2,full_time,1,3,1,0,0,0,yes,unknow,1
42,no,travel_rarely,2,4,m,2,2, healthcare representative ,4,Unknown,6781.0,3,Unknown,23,2,full_time,0,6,3,1,0,0,no,research & development,1
36,no,non_travel,1,5,f,3,2, sales executive ,4,Unknown,6653.0,4,Unknown,15,2,full_time,0,6,3,1,0,0,yes,sales,4
33,yes,travel_rarely,5,3,f,3,1, sales representative ,3,single,2851.0,1,Unknown,13,2,full_time,0,2,3,1,0,0,no,sales,4
46,no,Unknown,7,4,f,3,2, manufacturing director ,3,married,5258.0,2,Unknown,14,3,full_time,0,2,4,1,0,0,yes,research & development,3
21,yes,travel_rarely,12,3,f,4,1, sales representative ,2,single,6477.686121919585,1,Unknown,15,4,full_time,0,0,3,1,0,0,no,sales,3
30,no,Unknown,2,1,m,3,1, sales representative ,2,Unknown,2476.0,1,Unknown,18,1,full_time,1,3,3,1,0,0,yes,sales,3
30,yes,travel_frequently,4,3,m,3,1, research scientist ,4,single,2285.0,9,yes,23,3,full_time,0,4,3,1,0,0,no,research & development,3
32,no,travel_rarely,10,4,m,3,2, manufacturing director ,2,single,4197.0,2,Unknown,12,4,full_time,0,2,2,1,0,1,yes,research & development,3
40,no,travel_rarely,2,3,f,2,2, laboratory technician ,3,married,3448.0,6,no,22,2,full_time,1,3,3,1,0,0,yes,research & development,2
28,no,travel_rarely,17,2,m,3,2, laboratory technician ,1,Unknown,4558.0,1,Unknown,12,4,full_time,1,2,3,10,1,8,no,research & development,3
38,no,travel_frequently,2,2,m,3,1, laboratory technician ,4,married,1702.0,1,yes,23,3,full_time,1,3,3,1,0,0,no,research & development,4
19,yes,Unknown,2,2,m,2,1, human resources ,4,single,2564.0,1,no,12,3,full_time,0,3,4,1,0,0,yes,human resources,1
57,no,travel_rarely,29,3,m,2,4, manager ,4,divorced,6477.686121919585,3,no,12,3,full_time,1,3,2,1,0,0,yes,unknow,1
47,no,travel_rarely,2,2,f,3,2, manufacturing director ,4,Unknown,5070.0,5,Unknown,13,3,full_time,3,2,3,5,0,4,yes,research & development,1
54,no,travel_rarely,8,4,f,3,2, laboratory technician ,3,single,3780.0,7,Unknown,11,3,part_time,0,3,3,1,0,0,no,research & development,3
31,yes,travel_frequently,42,3,m,3,3, healthcare representative ,3,Unknown,9824.0,3,no,12,1,full_time,0,2,3,1,0,0,yes,research & development,4
18,yes,travel_frequently,5,3,m,3,1, sales representative ,2,Unknown,1878.0,1,yes,14,4,full_time,0,3,3,0,0,0,no,sales,2
40,no,Unknown,28,3,m,1,3, sales executive ,1,Unknown,6477.686121919585,3,no,15,3,full_time,1,2,3,1,0,1,yes,sales,3
26,no,Unknown,29,2,m,3,2, sales executive ,3,Unknown,6477.686121919585,5,Unknown,12,1,full_time,2,5,3,0,0,0,yes,sales,1
26,yes,travel_rarely,24,3,m,1,1, laboratory technician ,4,single,2340.0,1,yes,18,2,full_time,0,3,1,1,0,0,yes,research & development,3
38,no,Unknown,10,3,f,3,2, healthcare representative ,3,Unknown,6477.686121919585,3,no,19,3,part_time,1,4,3,1,0,0,yes,research & development,3
24,no,Unknown,17,2,m,2,1, laboratory technician ,2,married,2127.0,1,no,21,4,full_time,1,2,3,1,0,0,yes,research & development,4
30,yes,travel_frequently,12,4,m,2,1, sales representative ,1,married,2033.0,1,no,18,3,full_time,1,2,4,1,0,0,yes,sales,2
37,no,travel_rarely,2,3,m,3,2, sales executive ,3,married,9602.0,4,Unknown,11,3,full_time,1,3,2,3,1,0,no,sales,4
20,no,travel_rarely,1,3,f,2,1, research scientist ,2,Unknown,6477.686121919585,1,no,13,4,part_time,0,0,4,1,0,0,yes,research & development,4
43,no,Unknown,14,4,m,2,4, research director ,4,divorced,16627.0,4,Unknown,14,3,full_time,1,3,3,1,0,0,no,research & development,2
38,no,Unknown,27,1,f,3,1, research scientist ,1,Unknown,6477.686121919585,3,no,17,4,full_time,0,3,2,0,0,0,yes,research & development,3
33,no,Unknown,8,4,m,3,2, sales executive ,3,divorced,6477.686121919585,0,Unknown,12,4,part_time,0,3,3,5,1,2,no,sales,3
30,no,Unknown,3,3,f,3,1, research scientist ,3,Unknown,2083.0,1,no,20,3,full_time,1,2,3,1,0,0,no,research & development,3
29,no,Unknown,44,2,f,3,2, sales executive ,3,Unknown,6477.686121919585,1,no,14,1,full_time,1,5,2,6,1,2,no,sales,2
20,yes,Unknown,10,1,m,3,1, research scientist ,3,single,1009.0,1,Unknown,11,4,full_time,0,5,3,1,1,1,yes,research & development,4
35,no,non_travel,20,3,m,2,1, laboratory technician ,3,married,6477.686121919585,1,no,18,3,full_time,2,3,3,1,0,0,no,research & development,2
37,no,Unknown,10,2,m,4,1, research scientist ,4,single,6477.686121919585,3,no,17,1,full_time,0,2,3,1,0,0,yes,research & development,4
38,no,Unknown,1,3,f,3,3, manufacturing director ,3,single,7861.0,4,yes,14,4,full_time,0,4,3,1,0,0,yes,research & development,3
29,no,Unknown,10,3,m,3,1, sales representative ,3,single,2642.0,1,no,11,3,full_time,0,6,3,1,0,0,no,sales,3
35,no,Unknown,2,4,f,3,2, healthcare representative ,1,divorced,6477.686121919585,2,no,11,1,full_time,1,2,4,1,0,0,yes,research & development,4
38,no,travel_rarely,2,5,m,3,1, research scientist ,3,married,6477.686121919585,6,yes,13,2,part_time,1,0,1,1,0,1,yes,research & development,4
34,no,travel_rarely,8,5,f,3,2, manufacturing director ,1,Unknown,5121.0,3,no,14,3,full_time,1,3,3,0,0,0,yes,research & development,2
23,yes,Unknown,6,3,m,4,1, laboratory technician ,1,Unknown,6477.686121919585,1,yes,21,3,full_time,2,2,3,0,0,0,no,research & development,3
24,no,Unknown,9,3,m,2,1, laboratory technician ,2,divorced,2694.0,1,no,11,3,full_time,3,4,3,1,0,0,no,research & development,3
29,yes,travel_rarely,1,2,f,2,1, laboratory technician ,1,married,6477.686121919585,1,Unknown,11,4,full_time,1,1,3,1,0,0,yes,research & development,2
40,no,travel_frequently,16,4,m,2,2, laboratory technician ,3,Unknown,5094.0,6,no,14,4,full_time,0,6,3,1,0,0,yes,research & development,1
30,no,travel_rarely,2,3,f,2,2, manufacturing director ,4,single,6477.686121919585,5,Unknown,24,2,full_time,0,4,2,0,0,0,yes,research & development,3
45,no,Unknown,2,3,f,2,1, research scientist ,3,Unknown,2274.0,1,no,14,4,full_time,0,3,3,1,0,0,yes,research & development,2
27,no,Unknown,3,3,m,3,1, research scientist ,4,married,6477.686121919585,1,Unknown,11,3,part_time,3,6,2,0,0,0,yes,research & development,4
37,no,Unknown,16,4,m,2,2, sales executive ,3,Unknown,6477.686121919585,4,Unknown,19,4,part_time,2,2,3,1,0,0,yes,sales,4
32,no,Unknown,1,3,m,3,1, laboratory technician ,4,divorced,2314.0,0,no,12,2,full_time,1,2,3,3,0,2,yes,research & development,4
53,no,travel_rarely,8,3,m,3,4, sales executive ,4,married,6477.686121919585,5,Unknown,14,3,part_time,1,3,3,2,2,2,yes,sales,1
37,no,Unknown,19,2,m,3,3, sales executive ,2,single,6477.686121919585,1,yes,13,4,full_time,0,2,3,10,0,9,no,sales,1
32,yes,travel_rarely,25,4,m,3,1, laboratory technician ,4,Unknown,6477.686121919585,1,Unknown,24,3,full_time,0,2,1,1,0,1,yes,research & development,1
58,yes,travel_frequently,2,1,m,2,1, laboratory technician ,4,divorced,2380.0,9,Unknown,14,4,full_time,1,3,2,1,0,0,yes,research & development,4
43,no,travel_rarely,8,3,f,3,2, manufacturing director ,2,divorced,6477.686121919585,4,no,21,3,full_time,1,2,4,1,0,0,no,research & development,1
21,yes,travel_rarely,18,1,f,3,1, research scientist ,4,single,6477.686121919585,1,no,19,1,full_time,0,3,2,1,0,0,no,research & development,4
34,no,Unknown,48,3,m,3,1, laboratory technician ,2,Unknown,2008.0,1,no,14,2,part_time,2,3,3,1,1,0,yes,research & development,4
58,no,Unknown,5,3,f,2,3, healthcare representative ,2,divorced,10552.0,2,Unknown,13,4,full_time,1,3,3,6,0,4,no,research & development,3
48,no,Unknown,20,4,m,3,1, research scientist ,3,married,2259.0,4,Unknown,17,1,part_time,2,2,2,0,0,0,no,research & development,4
32,no,non_travel,1,3,f,2,1, laboratory technician ,2,married,6477.686121919585,6,no,20,3,full_time,0,3,3,3,0,2,yes,research & development,3
25,yes,Unknown,19,2,m,2,1, sales representative ,2,married,2413.0,1,yes,18,3,part_time,3,2,3,1,0,0,no,sales,3
40,no,Unknown,10,4,m,2,3, sales executive ,2,divorced,6477.686121919585,2,no,12,2,part_time,1,2,2,1,0,0,yes,sales,1
19,yes,Unknown,21,3,m,2,1, sales representative ,2,single,2121.0,1,yes,13,2,part_time,0,3,4,1,0,0,no,sales,4
20,yes,travel_rarely,4,3,m,3,1, laboratory technician ,1,single,6477.686121919585,1,Unknown,19,2,part_time,0,2,3,1,0,0,no,research & development,1
33,no,travel_rarely,1,3,f,2,2, healthcare representative ,4,Unknown,6477.686121919585,0,Unknown,14,1,full_time,0,3,3,5,1,4,yes,research & development,2
58,yes,travel_rarely,2,3,m,3,1, research scientist ,3,single,2479.0,4,no,24,1,part_time,0,4,3,1,0,0,no,research & development,4
40,yes,non_travel,24,3,f,4,4, sales executive ,2,single,13194.0,4,Unknown,16,4,full_time,0,2,2,1,0,0,yes,sales,2
29,yes,travel_rarely,10,3,f,2,1, research scientist ,1,single,6477.686121919585,6,yes,20,3,full_time,0,5,3,0,0,0,yes,research & development,4
47,no,travel_rarely,18,2,f,3,2, sales executive ,4,single,4163.0,1,yes,17,3,full_time,0,0,3,9,0,7,no,sales,4
18,no,Unknown,5,2,m,3,1, research scientist ,4,Unknown,6477.686121919585,1,no,15,4,full_time,0,2,3,0,0,0,yes,research & development,2
20,yes,Unknown,16,3,f,2,1, research scientist ,1,Unknown,2600.0,1,yes,15,1,part_time,0,2,3,1,0,0,no,research & development,4
42,no,Unknown,5,2,m,3,5, manager ,3,Unknown,18303.0,6,no,13,2,full_time,0,3,4,1,0,0,yes,unknow,4
50,no,travel_rarely,9,3,m,3,1, laboratory technician ,4,married,2380.0,4,no,18,2,full_time,0,5,3,1,0,0,yes,research & development,1
37,yes,travel_rarely,11,2,f,1,2, healthcare representative ,2,Unknown,4777.0,5,no,15,1,full_time,0,2,1,1,0,0,yes,research & development,1
38,no,Unknown,3,4,m,3,2, sales executive ,4,Unknown,6477.686121919585,8,yes,12,3,part_time,0,1,3,1,0,0,no,sales,2
36,yes,Unknown,15,3,m,3,2, laboratory technician ,3,divorced,6477.686121919585,7,Unknown,14,2,full_time,1,3,2,1,0,0,yes,research & development,1
28,no,travel_rarely,10,1,m,3,1, sales representative ,2,married,1052.0,1,no,22,2,full_time,0,5,3,1,0,0,yes,sales,4
43,no,Unknown,25,3,m,2,3, sales executive ,4,Unknown,6477.686121919585,5,no,13,3,full_time,1,5,3,1,0,0,yes,sales,3
21,yes,travel_rarely,10,3,f,2,1, laboratory technician ,1,single,6477.686121919585,1,no,13,1,full_time,0,6,2,1,1,0,yes,research & development,3
51,yes,travel_rarely,4,4,m,3,1, research scientist ,3,married,2461.0,9,Unknown,12,3,full_time,3,2,4,10,2,7,no,research & development,1
37,no,Unknown,10,4,f,2,2, sales executive ,4,divorced,6477.686121919585,2,yes,14,3,full_time,3,5,3,1,0,0,no,sales,4
28,yes,Unknown,1,3,m,2,1, laboratory technician ,2,divorced,2596.0,1,no,15,1,part_time,2,2,3,1,0,0,no,research & development,1
50,yes,Unknown,1,4,m,3,2, sales executive ,3,single,4728.0,3,yes,14,4,part_time,0,4,3,0,0,0,yes,sales,4
34,no,Unknown,3,4,m,2,1, research scientist ,4,Unknown,6477.686121919585,3,no,17,4,full_time,3,2,3,0,0,0,yes,research & development,3
38,no,travel_rarely,2,2,m,3,3, sales executive ,2,single,7351.0,7,no,16,3,full_time,0,2,3,1,0,0,yes,sales,4
42,no,Unknown,29,3,m,1,2, laboratory technician ,4,Unknown,6477.686121919585,4,Unknown,19,1,full_time,0,3,3,1,0,0,no,research & development,2
18,yes,Unknown,8,1,m,3,1, laboratory technician ,3,single,6477.686121919585,1,no,12,4,full_time,0,0,3,0,0,0,yes,research & development,3
41,no,Unknown,12,4,m,3,1, laboratory technician ,4,Unknown,4766.0,3,yes,11,1,part_time,1,4,3,1,0,0,no,research & development,2
35,no,travel_rarely,1,4,m,2,1, laboratory technician ,3,Unknown,2258.0,6,no,12,2,full_time,1,2,3,8,1,7,yes,research & development,4
32,no,Unknown,2,1,f,3,1, sales representative ,1,Unknown,2827.0,1,Unknown,12,3,part_time,3,3,3,1,0,0,yes,sales,3
22,yes,Unknown,3,4,m,2,1, research scientist ,4,married,2853.0,0,yes,11,2,full_time,1,5,3,0,0,0,yes,research & development,3
44,no,non_travel,26,3,m,1,1, research scientist ,3,single,2290.0,2,no,13,4,full_time,0,3,3,0,0,0,yes,research & development,2
41,yes,non_travel,5,2,m,2,1, research scientist ,1,Unknown,2107.0,6,no,17,1,full_time,1,2,1,1,0,0,yes,research & development,1
40,no,travel_frequently,2,4,m,3,2, sales executive ,2,Unknown,6477.686121919585,5,no,12,4,full_time,3,2,3,0,0,0,no,sales,2
24,yes,Unknown,17,2,f,3,1, laboratory technician ,2,Unknown,2210.0,1,Unknown,13,1,part_time,1,3,1,1,0,0,yes,research & development,4
42,no,travel_frequently,26,5,f,3,3, research director ,1,married,13191.0,3,yes,17,3,part_time,0,6,3,1,0,0,no,research & development,1
49,no,Unknown,4,2,m,2,5, manager ,3,married,6477.686121919585,2,Unknown,13,3,part_time,1,2,4,1,0,0,yes,research & development,1
48,no,travel_rarely,2,2,m,4,1, laboratory technician ,2,single,6477.686121919585,5,Unknown,11,3,full_time,0,4,2,1,0,0,yes,research & development,4
29,no,travel_rarely,7,3,m,3,2, healthcare representative ,4,Unknown,6477.686121919585,1,Unknown,11,2,part_time,2,2,3,6,1,0,yes,research & development,3
48,no,Unknown,1,3,m,2,5, research director ,4,single,18265.0,6,no,12,3,full_time,0,3,4,1,0,0,yes,research & development,4
34,no,Unknown,20,3,f,4,1, research scientist ,3,Unknown,6477.686121919585,0,no,17,4,full_time,0,5,2,1,0,0,yes,research & development,3
19,no,Unknown,25,3,f,4,1, research scientist ,4,single,6477.686121919585,1,Unknown,12,4,full_time,0,2,3,1,0,1,yes,research & development,2
23,no,Unknown,1,2,m,3,1, research scientist ,3,Unknown,6477.686121919585,1,no,22,4,full_time,1,2,3,1,0,1,no,research & development,4
25,yes,travel_frequently,32,1,m,1,1, sales representative ,4,single,1118.0,1,yes,14,4,full_time,0,4,3,1,1,0,yes,sales,3
42,no,Unknown,34,4,f,4,2, research scientist ,2,married,2372.0,6,yes,16,4,full_time,0,2,3,1,0,0,no,research & development,2
51,no,travel_frequently,6,2,f,2,1, laboratory technician ,3,single,2838.0,0,Unknown,14,2,full_time,0,6,2,7,7,7,no,research & development,2
45,no,travel_frequently,25,3,f,3,5, manager ,2,Unknown,18061.0,3,Unknown,22,3,part_time,0,4,3,0,0,0,no,unknow,2
27,no,Unknown,11,3,f,4,1, sales representative ,4,married,6477.686121919585,8,Unknown,14,2,full_time,1,4,3,1,0,0,yes,sales,3
18,no,non_travel,1,3,f,3,1, laboratory technician ,4,single,1611.0,1,Unknown,15,3,full_time,0,5,4,0,0,0,no,research & development,4
31,yes,travel_frequently,2,3,f,2,1, sales representative ,4,single,6477.686121919585,7,no,14,3,full_time,0,3,4,1,0,0,yes,sales,3
31,yes,travel_frequently,1,4,f,1,1, sales representative ,3,single,6477.686121919585,1,Unknown,12,2,full_time,0,3,3,1,0,0,no,sales,2
31,yes,travel_rarely,8,3,f,2,1, research scientist ,2,Unknown,6477.686121919585,1,Unknown,12,3,full_time,0,3,4,1,0,0,no,research & development,1
27,no,travel_rarely,11,1,m,3,1, laboratory technician ,1,married,6477.686121919585,0,Unknown,14,2,part_time,0,3,4,5,1,4,no,research & development,2
39,yes,Unknown,2,3,f,2,1, laboratory technician ,1,single,6477.686121919585,2,yes,23,2,full_time,0,2,4,1,0,0,yes,research & development,1
44,no,travel_frequently,1,5,f,3,2, sales executive ,3,married,4768.0,7,Unknown,12,3,full_time,1,4,2,1,0,0,no,sales,1
30,no,Unknown,25,3,m,3,1, research scientist ,3,Unknown,1274.0,1,Unknown,13,2,part_time,2,2,2,1,0,0,no,research & development,2
35,no,travel_rarely,26,1,m,3,1, sales representative ,3,Unknown,2404.0,1,no,13,1,full_time,1,3,3,1,0,0,yes,sales,4
24,yes,travel_frequently,9,3,m,3,1, laboratory technician ,1,Unknown,6477.686121919585,2,Unknown,11,3,full_time,0,2,2,0,0,0,no,research & development,2
24,no,Unknown,13,2,f,3,1, sales representative ,2,married,2033.0,1,Unknown,13,3,part_time,1,2,3,1,0,0,yes,sales,4
28,yes,Unknown,2,2,m,2,1, laboratory technician ,1,single,2561.0,7,no,11,3,full_time,0,2,2,0,0,0,yes,research & development,3
28,no,travel_rarely,1,3,m,2,1, research scientist ,3,Unknown,1563.0,1,Unknown,14,4,full_time,1,2,1,1,0,0,no,research & development,1
33,no,Unknown,8,5,m,3,2, healthcare representative ,3,Unknown,6388.0,2,Unknown,17,1,full_time,0,6,3,0,0,0,yes,research & development,4
39,no,travel_rarely,6,3,f,3,3, manufacturing director ,2,single,8376.0,4,Unknown,18,4,full_time,0,3,3,2,2,2,no,research & development,2
42,no,Unknown,2,3,m,2,1, laboratory technician ,2,married,4841.0,4,Unknown,14,2,full_time,1,3,3,1,0,0,yes,research & development,3
29,no,travel_rarely,9,3,m,4,1, research scientist ,3,married,6477.686121919585,6,no,18,1,full_time,2,2,2,1,0,0,no,research & development,3
35,no,travel_rarely,1,3,m,2,1, laboratory technician ,1,Unknown,6477.686121919585,1,no,19,2,full_time,0,3,3,3,1,2,no,research & development,4
35,yes,travel_rarely,14,3,f,3,1, laboratory technician ,1,Unknown,2074.0,1,Unknown,12,4,full_time,1,2,3,1,0,0,yes,research & development,1
34,no,Unknown,13,4,m,3,1, research scientist ,4,single,2972.0,1,Unknown,13,3,full_time,0,4,3,1,0,0,no,research & development,1
26,no,travel_rarely,3,3,f,3,1, research scientist ,4,Unknown,6477.686121919585,1,Unknown,21,1,full_time,0,5,3,1,0,0,yes,research & development,1
36,no,travel_rarely,1,4,f,3,2, sales executive ,3,single,6815.0,6,no,13,1,full_time,0,5,3,1,0,0,yes,sales,2
