Year,Gender,Country,Occupation,Self Employed,Family History,Treatment,Days Indoors,Growing Stress,Changes Habits,Mental Health History,Mood Swings,Coping Struggles,Work Interest,Social Weakness,Mental Health Interview,Care Options,Continent
2014,Male,Russia,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,United Kingdom,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Ireland,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Europa
2014,Male,United Kingdom,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,Canada,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Yes,América
2014,Male,Germany,Student,Yes,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Yes,Europa
2014,Male,United Kingdom,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,No,Europa
2014,Male,Australia,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Oceanía
2014,Male,United Kingdom,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,Sweden,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Europa
2014,Male,South Africa,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,África
2014,Male,Australia,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Oceanía
2014,Male,Canada,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Not sure,América
2014,Male,United States,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Yes,América
2014,Male,United Kingdom,Student,Yes,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,Europa
2014,Male,Ireland,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Australia,Student,Yes,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Oceanía
2014,Male,Canada,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,América
2014,Male,United Kingdom,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,No,Europa
2014,Male,Switzerland,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Canada,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2014,Male,United States,Student,Yes,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2014,Male,United States,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,América
2014,Male,United States,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2014,Male,Ireland,Student,Yes,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,United States,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,América
2014,Male,Belgium,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Europa
2014,Male,Germany,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,New Zealand,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,Oceanía
2014,Male,Canada,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2014,Male,Brazil,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,América
2014,Male,India,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Asia
2014,Male,Finland,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,New Zealand,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Yes,Oceanía
2014,Male,Canada,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2014,Male,Australia,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Oceanía
2014,Male,United States,Student,Yes,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Yes,América
2014,Male,Brazil,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2014,Male,Netherlands,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Germany,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,United States,Student,Yes,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2014,Male,Israel,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Asia
2014,Male,Italy,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,United Kingdom,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Yes,Europa
2014,Male,Ireland,Student,Yes,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Germany,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,Germany,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Europa
2014,Male,Bosnia and Herzegovina,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,New Zealand,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Oceanía
2014,Male,Australia,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Yes,Oceanía
2014,Male,New Zealand,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Oceanía
2014,Male,Netherlands,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,Europa
2014,Male,Australia,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,Oceanía
2014,Male,United States,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,América
2014,Male,Singapore,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Asia
2014,Male,Australia,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Oceanía
2014,Male,United States,Student,Yes,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2014,Male,Australia,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Oceanía
2014,Male,United States,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Yes,América
2014,Male,Singapore,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Asia
2014,Male,United States,Student,Yes,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,América
2014,Male,Germany,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Europa
2014,Male,United States,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,América
2014,Male,Germany,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Yes,Europa
2014,Male,Ireland,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Nigeria,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,África
2014,Male,Ireland,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Europa
2014,Male,Ireland,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Russia,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,Canada,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2014,Male,Germany,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Yes,Europa
2014,Male,United States,Student,Yes,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Not sure,América
2014,Male,Germany,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Yes,Europa
2014,Male,Switzerland,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Croatia,Student,Yes,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,United Kingdom,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,Italy,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Europa
2014,Male,Thailand,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Asia
2014,Male,Canada,Student,Yes,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2014,Male,Ireland,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Europa
2014,Male,Netherlands,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Europa
2014,Male,United Kingdom,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Not sure,Europa
2014,Male,Canada,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2014,Male,United Kingdom,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,No,Europa
2014,Male,United Kingdom,Student,Yes,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Europa
2014,Male,Netherlands,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Brazil,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,América
2014,Male,Switzerland,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Denmark,Student,Yes,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Yes,Europa
2014,Male,Sweden,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Europa
2014,Male,Italy,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,Netherlands,Student,Yes,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,United Kingdom,Student,Yes,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,Europa
2014,Male,Mexico,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2014,Male,India,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Asia
2014,Male,United States,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,No,América
2014,Male,United States,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Not sure,América
2014,Male,United Kingdom,Student,Yes,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Netherlands,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Europa
2014,Male,Netherlands,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Yes,Europa
2014,Male,United Kingdom,Student,Yes,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Europa
2014,Male,Germany,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,Europa
2014,Male,France,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Europa
2014,Male,India,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Asia
2014,Male,Sweden,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,Israel,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,Asia
2014,Male,United States,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,América
2014,Male,Canada,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2014,Male,Brazil,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2014,Male,Switzerland,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,South Africa,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,África
2014,Male,Greece,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2014,Male,United States,Student,Yes,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,América
2014,Male,Germany,Student,Yes,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,No,Europa
2014,Male,Moldova,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Yes,Europa
2014,Male,Sweden,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,Israel,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Asia
2014,Male,United Kingdom,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,Europa
2014,Male,Canada,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,América
2014,Male,Netherlands,Student,Yes,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2014,Male,India,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Asia
2014,Male,Colombia,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2014,Male,Georgia,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2015,Male,Canada,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,América
2015,Male,United Kingdom,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2015,Male,United States,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,América
2015,Male,Australia,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Oceanía
2015,Male,Brazil,Student,Yes,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2015,Male,United Kingdom,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2015,Male,Ireland,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2015,Male,United Kingdom,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,Europa
2015,Male,United States,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2015,Male,Czech Republic,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Yes,Europa
2015,Male,Philippines,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Asia
2015,Male,United States,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2015,Male,United States,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2015,Male,Netherlands,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Not sure,Europa
2015,Male,United States,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2015,Male,Greece,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2015,Male,United Kingdom,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Yes,Yes,Europa
2015,Male,United Kingdom,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Europa
2015,Male,Canada,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2015,Male,Poland,Student,Yes,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2015,Male,Ireland,Student,No,No,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,Europa
2015,Male,Australia,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,Oceanía
2015,Male,United States,Student,No,No,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,América
2015,Male,United States,Student,Yes,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,Maybe,Not sure,América
2015,Male,South Africa,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,África
2015,Male,United States,Student,No,Yes,No,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,No,América
2016,Male,United States,Student,No,Yes,Yes,31-60 days,Yes,Maybe,No,Low,Yes,Maybe,Maybe,No,Yes,América
2014,Male,Canada,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Yes,No,América
2014,Male,United Kingdom,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Yes,Europa
2014,Male,United States,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Yes,No,América
2014,Male,United States,Corporate,No,Yes,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Not sure,América
2014,Male,Canada,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,No,América
2014,Male,United States,Corporate,No,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,América
2014,Male,Canada,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Not sure,América
2014,Male,United Kingdom,Corporate,No,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,No,Europa
2014,Male,United States,Corporate,No,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,América
2014,Male,France,Corporate,Yes,Yes,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,No,Europa
2014,Male,United States,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,América
2014,Male,United Kingdom,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,Europa
2014,Male,United States,Corporate,Yes,Yes,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,América
2014,Male,United States,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Yes,América
2014,Male,United States,Corporate,No,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Yes,América
2014,Male,Canada,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,América
2014,Male,Portugal,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,Europa
2014,Male,United Kingdom,Corporate,No,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,Europa
2014,Male,United States,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Not sure,América
2014,Male,Canada,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,América
2014,Male,Netherlands,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Not sure,Europa
2014,Male,United Kingdom,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Not sure,Europa
2014,Male,United States,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,No,América
2014,Male,United States,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Not sure,América
2014,Male,United States,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Yes,No,América
2014,Male,United States,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,América
2014,Male,France,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,Europa
2014,Male,United States,Corporate,No,Yes,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,América
2014,Male,United States,Corporate,Yes,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,América
2014,Male,United Kingdom,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,No,Europa
2014,Male,United Kingdom,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,Europa
2014,Male,United States,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Yes,América
2014,Male,United States,Corporate,Yes,Yes,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,No,América
2014,Male,United States,Corporate,No,Yes,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Yes,América
2014,Male,United States,Corporate,No,Yes,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,América
2014,Male,United Kingdom,Corporate,Yes,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,Europa
2014,Male,United States,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,América
2014,Male,United States,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,América
2014,Male,Brazil,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,América
2014,Male,United Kingdom,Corporate,Yes,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,Europa
2014,Male,Canada,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,América
2014,Male,Canada,Corporate,No,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Not sure,América
2014,Male,United Kingdom,Corporate,No,Yes,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,Europa
2014,Male,Costa Rica,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Yes,América
2014,Male,Canada,Corporate,No,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,No,América
2014,Male,United States,Corporate,No,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Not sure,América
2014,Male,United Kingdom,Corporate,Yes,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,Europa
2014,Male,Canada,Corporate,Yes,Yes,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Not sure,América
2014,Male,United Kingdom,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,Europa
2014,Male,United States,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Not sure,América
2014,Male,United Kingdom,Corporate,No,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,Europa
2014,Male,United Kingdom,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Not sure,Europa
2014,Male,France,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,Europa
2014,Male,Russia,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,Europa
2014,Male,United Kingdom,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,No,Europa
2014,Male,Ireland,Corporate,No,No,No,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Yes,Europa
2014,Male,United Kingdom,Corporate,No,Yes,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,No,Not sure,Europa
2014,Male,Canada,Corporate,No,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Yes,América
2014,Male,Germany,Corporate,Yes,No,Yes,More than 2 months,No,Maybe,Maybe,Medium,No,Maybe,Maybe,Maybe,Yes,Europa
